importo,livello,durata,tipologia,saldo,eta,estinto
16400,C,2,Elettrodomestici,1133.64,34,1
8000,B,4,Elettrodomestici,641.37,32,1
10000,B,7,Autovettura,888.96,21,1
13000,D,3,Autovettura,2368.89,29,1
2000,A,21,Autovettura,740.97,25,1
8400,C,17,Autovettura,1354.35,28,1
3200,F,0,Elettronica,287.12,25,1
5000,C,15,Autovettura,938.29,26,1
2400,A,4,Elettrodomestici,913.63,28,1
9000,B,4,Elettrodomestici,691.64,27,1
11000,B,0,Autovettura,1064.33,24,0
3000,B,1,Elettrodomestici,814.96,25,1
6400,E,6,Elettrodomestici,1135.62,23,1
5600,C,0,Elettrodomestici,765.73,25,1
6000,A,5,Elettrodomestici,1998.81,31,1
10000,B,5,Elettrodomestici,2985.53,27,1
7000,A,5,Elettronica,1135.62,23,0
12000,B,0,Elettrodomestici,979.73,26,0
2400,B,,Elettronica,9077.92,30,1
2700,B,34,Autovettura,1530.26,23,0
3000,D,22,Autovettura,804.51,26,1
14125,D,0,Elettrodomestici,642.3,28,1
8000,A,12,Elettrodomestici,642.3,22,1
4200,C,0,Elettronica,198.32,21,1
12000,C,0,Elettrodomestici,2492.22,23,0
3000,B,15,Elettrodomestici,2985.53,26,0
5000,D,,Autovettura,2042.32,38,0
9925,C,2,Elettrodomestici,498.45,36,0
6150,A,13,Autovettura,1826.25,23,0
20000,E,0,Autovettura,2122.24,27,1
15000,B,2,Elettrodomestici,1012.29,46,1
3000,A,2,Elettrodomestici,272.32,22,1
25000,D,12,Elettronica,1974.24,28,1
10600,C,6,Elettrodomestici,865.48,24,1
16000,B,7,Elettrodomestici,2122.24,24,0
8000,A,16,Autovettura,2023.67,32,0
10625,A,21,Autovettura,1702.92,26,0
2100,B,6,Elettronica,2699.41,27,0
10000,B,9,Elettronica,7302,26,0
20000,C,1,Autovettura,2122.24,31,1
7000,A,2,Elettrodomestici,1135.62,22,1
10800,D,6,Elettrodomestici,1086.28,29,1
10000,A,4,Elettrodomestici,887.68,22,1
2700,B,,Elettrodomestici,908.69,29,1
15000,C,5,Elettrodomestici,1505.6,24,1
10000,A,5,Elettrodomestici,1258.94,24,0
25200,D,,Autovettura,2276.64,23,0
16000,B,11,Elettrodomestici,2862.2,29,1
9500,A,4,Elettrodomestici,1406.94,25,0
7500,D,6,Elettrodomestici,3108.76,39,1
6000,C,2,Elettrodomestici,1184.95,25,1
6500,A,1,Elettrodomestici,676.84,47,1
5000,D,4,Autovettura,2146.9,24,1
12000,B,4,Elettrodomestici,652.49,34,1
7000,C,1,Autovettura,523.91,22,1
5400,A,0,Elettrodomestici,1469.41,29,0
5000,B,4,Elettrodomestici,435.11,30,0
3600,C,4,Elettrodomestici,1604.26,30,1
2400,B,30,Autovettura,666.97,30,1
6500,C,0,Autovettura,523.91,21,1
15000,E,2,Autovettura,2492.22,22,0
11500,A,2,Autovettura,1283.61,33,0
18000,C,8,Elettrodomestici,1702.92,33,1
9000,D,9,Elettrodomestici,888.96,30,1
10000,C,9,Autovettura,3355.61,22,1
15000,D,3,Elettrodomestici,1184.95,23,0
3500,B,0,Elettrodomestici,642.3,32,1
1500,E,0,Elettrodomestici,321.65,21,1
6650,B,6,Elettrodomestici,1686.18,22,0
6600,B,9,Elettrodomestici,2415.19,25,0
7500,D,1,Elettrodomestici,1135.62,33,1
3250,A,11,Autovettura,790.3,24,1
25000,B,1,Elettrodomestici,1915.05,23,1
6500,B,0,Elettrodomestici,1443.12,21,0
14400,C,22,Autovettura,2803.01,29,0
5000,C,11,Elettrodomestici,1283.61,24,1
5000,B,5,Elettrodomestici,1086.28,32,1
6000,A,3,Autovettura,1332.94,24,0
6000,B,3,Autovettura,2862.2,30,0
3000,A,7,Elettrodomestici,1752.25,28,0
7000,C,6,Autovettura,1332.94,40,1
12000,B,15,Elettrodomestici,1431.6,26,1
10000,A,3,Autovettura,1160.28,26,0
18000,C,2,Elettrodomestici,1258.94,25,1
13025,B,1,Autovettura,888.96,22,0
4000,B,1,Elettrodomestici,1160.28,38,1
5000,A,37,Elettronica,642.3,30,0
10000,A,6,Elettrodomestici,1530.26,27,0
3000,D,,Elettrodomestici,879.09,27,1
5000,B,2,Elettrodomestici,518.98,30,1
15000,D,3,Elettronica,1998.91,23,1
5000,B,14,Elettrodomestici,962.96,28,1
9000,C,5,Elettronica,1382.27,60,1
2200,C,11,Elettronica,1086.28,24,1
35000,A,6,Autovettura,2245.57,29,0
15000,A,3,Elettrodomestici,1875.58,21,1
6400,B,8,Autovettura,2122.24,22,0
7200,A,7,Elettrodomestici,642.3,22,1
8000,A,0,Elettrodomestici,1628.93,22,0
25000,E,14,Elettrodomestici,2812.87,32,1
12000,A,13,Autovettura,2985.53,54,0
7000,B,2,Elettronica,415.38,35,1
7200,C,29,Elettrodomestici,690.25,24,1
11000,A,4,Autovettura,1875.58,26,1
20000,B,5,Autovettura,1924.91,22,0
10000,D,1,Elettrodomestici,1012.29,24,1
24000,G,6,Elettrodomestici,2760.38,26,1
15000,C,3,Autovettura,2467.56,26,1
8000,A,1,Autovettura,790.3,21,0
6000,B,5,Elettrodomestici,1160.28,28,0
20000,F,16,Autovettura,1924.91,29,1
7500,B,12,Elettrodomestici,790.3,26,1
6000,B,4,Autovettura,4835.45,30,0
10000,A,3,Autovettura,1924.91,27,0
5000,C,2,Autovettura,1135.62,44,1
6600,B,0,Elettrodomestici,1382.27,22,1
3500,D,4,Elettrodomestici,1086.28,28,0
5000,A,8,Autovettura,1887.35,22,1
2800,B,0,Elettrodomestici,1109.86,46,0
10000,B,17,Elettrodomestici,2319.56,25,0
7500,D,34,Autovettura,1258.94,58,1
14000,D,9,Elettrodomestici,1702.92,35,0
9000,A,0,Autovettura,1727.59,29,0
1200,A,4,Autovettura,1086.28,24,1
2400,C,,Autovettura,313.17,31,1
12000,A,11,Autovettura,2615.55,37,0
4500,C,2,Elettrodomestici,1061.62,21,1
4000,B,2,Elettrodomestici,3602.17,27,1
7000,C,1,Autovettura,1066.55,21,0
10000,B,,Elettrodomestici,790.3,32,1
17000,C,1,Autovettura,1752.25,22,1
35000,B,11,Autovettura,2541.55,27,0
12600,B,4,Elettronica,1135.62,23,0
5000,C,2,Elettrodomestici,1135.62,36,1
11500,A,24,Autovettura,4218.81,27,0
13000,A,6,Autovettura,3355.52,33,0
10000,B,4,Elettrodomestici,839.73,35,0
6500,A,4,Elettrodomestici,716.3,22,0
20000,C,4,Autovettura,3232.19,25,1
10000,A,2,Autovettura,2270.23,29,0
4000,C,4,Elettronica,272.32,23,0
6000,A,2,Autovettura,765.63,22,0
19000,A,13,Elettrodomestici,1234.28,22,1
10000,A,2,Autovettura,938.29,24,0
4000,C,17,Elettronica,2541.55,46,0
5200,A,1,Elettrodomestici,839.63,23,0
1800,B,5,Elettrodomestici,1875.58,33,0
21000,D,1,Elettrodomestici,2677.5,28,1
2400,C,3,Elettrodomestici,316.72,24,1
9000,C,16,Elettrodomestici,1431.6,29,0
5800,A,5,Autovettura,1752.25,25,0
6400,D,11,Elettrodomestici,1160.28,37,1
3000,C,0,Elettrodomestici,1505.4,22,1
2000,B,11,Elettrodomestici,1086.28,31,0
2600,A,0,Autovettura,1135.62,25,0
9100,D,8,Elettrodomestici,849.49,26,0
7500,B,2,Autovettura,1998.91,24,0
6000,B,7,Elettronica,543.64,34,0
3000,B,2,Elettrodomestici,1086.28,21,1
5500,A,5,Elettrodomestici,1135.62,39,0
6125,C,4,Elettrodomestici,888.96,27,1
4500,C,8,Elettrodomestici,1012.29,28,1
6150,B,17,Autovettura,1678.26,27,1
7200,A,3,Autovettura,1382.27,29,0
9000,B,10,Elettrodomestici,2862.2,40,1
5000,A,2,Elettrodomestici,950.62,32,1
20000,D,24,Autovettura,1998.91,33,1
8000,C,4,Elettrodomestici,1061.62,27,1
15600,B,8,Autovettura,1752.25,31,0
2100,B,7,Autovettura,1875.58,23,1
16800,A,3,Autovettura,967.89,21,1
6000,B,2,Elettrodomestici,962.96,35,1
1600,C,9,Autovettura,1678.26,37,0
4000,C,2,Elettrodomestici,316.72,22,1
6000,C,1,Autovettura,1234.28,27,0
20000,B,,Autovettura,1619.06,23,1
3500,C,2,Elettrodomestici,494.31,28,1
20000,B,13,Autovettura,1397.07,28,1
18000,B,4,Autovettura,13468.39,40,1
4800,C,5,Elettrodomestici,888.86,26,0
4500,A,53,Autovettura,1086.28,30,1
5000,C,4,Elettrodomestici,888.96,22,1
6500,A,24,Autovettura,2960.77,27,0
8000,B,2,Autovettura,888.96,28,1
8000,B,12,Autovettura,2368.89,25,0
4000,A,16,Autovettura,1323.07,23,0
3500,A,0,Autovettura,1332.94,24,0
15000,D,5,Elettronica,1875.58,35,0
10000,A,5,Elettrodomestici,1382.27,33,0
6400,B,0,Elettrodomestici,1258.94,25,0
11200,A,10,Elettronica,1012.29,47,0
7000,B,6,Elettrodomestici,222.99,31,1
18000,C,8,Elettrodomestici,1505.6,25,0
8000,E,3,Elettrodomestici,1875.58,22,0
20000,D,10,Autovettura,4588.79,33,1
10000,A,4,Elettrodomestici,1826.25,21,0
12000,A,9,Autovettura,2985.63,28,0
10000,E,13,Elettrodomestici,1258.94,22,1
4000,B,2,Elettrodomestici,420.31,21,0
3200,C,3,Elettrodomestici,494.31,21,1
17300,D,8,Autovettura,1293.47,22,0
10000,B,2,Autovettura,1579.6,23,1
7000,A,23,Elettrodomestici,1332.94,27,1
6500,C,11,Autovettura,4218.71,37,0
24000,F,1,Elettrodomestici,3848.83,26,1
2500,B,2,Autovettura,1875.58,24,1
7800,B,3,Elettrodomestici,962.96,44,0
15000,B,0,Elettrodomestici,2368.89,27,0
25000,F,4,Autovettura,1415.94,23,1
4800,B,0,Elettrodomestici,1505.7,29,1
6625,C,2,Elettrodomestici,592.97,21,1
10000,A,2,Autovettura,1034.78,28,1
17500,C,5,Autovettura,1498.2,26,0
1500,C,1,Autovettura,2122.24,23,1
10000,B,18,Autovettura,2862.2,25,0
10000,D,3,Elettrodomestici,1505.6,23,1
6000,B,5,Autovettura,1125.26,30,1
4000,C,7,Autovettura,1875.58,23,0
20000,B,1,Autovettura,1088.75,27,1
5000,B,12,Autovettura,1332.94,23,1
15000,B,17,Autovettura,2079.52,23,1
25000,C,0,Elettrodomestici,2516.89,37,1
2500,A,2,Elettrodomestici,790.3,22,1
3000,B,8,Elettrodomestici,1135.62,26,0
12000,C,7,Autovettura,532.99,25,1
5600,B,3,Elettrodomestici,1135.62,23,0
5000,A,13,Autovettura,494.31,26,1
7200,B,2,Autovettura,1209.61,31,0
18200,B,14,Elettrodomestici,938.29,22,1
6100,C,,Autovettura,488.1,30,1
9000,B,2,Elettrodomestici,765.63,23,1
18000,C,11,Autovettura,2245.57,27,0
8400,B,4,Elettrodomestici,2048.24,28,1
5000,A,12,Elettrodomestici,1628.83,27,0
33000,E,0,Autovettura,2738.88,32,1
14500,C,0,Elettrodomestici,1012.29,25,1
25000,B,5,Autovettura,1125.75,23,1
18000,A,17,Autovettura,1752.25,22,0
15000,A,6,Autovettura,2152.43,27,0
20000,C,4,Autovettura,2877.06,34,1
15000,A,15,Autovettura,2063.04,34,0
4500,B,2,Elettrodomestici,864.29,24,1
10000,A,10,Autovettura,1036.76,23,0
5000,B,0,Elettrodomestici,1752.25,31,0
2000,B,4,Elettrodomestici,703.87,41,1
20000,B,10,Autovettura,1915.05,25,0
7125,B,,Autovettura,806.28,21,1
5000,C,3,Autovettura,1480.93,28,1
8000,B,0,Autovettura,2122.24,33,0
8000,A,15,Elettrodomestici,1875.58,25,1
10000,A,2,Elettrodomestici,819.9,22,0
6600,C,2,Elettrodomestici,642.3,24,1
2500,A,8,Elettrodomestici,888.96,30,1
8400,C,3,Elettrodomestici,1086.28,39,0
4375,B,0,Elettrodomestici,257.52,24,1
5000,A,7,Autovettura,2615.55,23,0
2000,B,5,Autovettura,1135.62,27,0
2500,C,2,Elettrodomestici,888.96,22,1
16000,B,2,Elettrodomestici,2270.23,24,1
6200,A,5,Autovettura,555.97,44,0
7000,C,7,Elettrodomestici,765.63,29,1
7000,C,11,Elettrodomestici,2669.81,28,0
5000,B,2,Elettrodomestici,985.16,22,1
13125,A,5,Autovettura,2525.72,28,0
16000,B,5,Autovettura,913.72,26,0
2000,B,2,Elettrodomestici,642.3,25,0
4000,A,5,Elettrodomestici,1826.25,33,0
15000,B,8,Autovettura,1184.95,24,1
7000,C,6,Autovettura,790.3,27,0
14125,A,,Elettronica,588.04,25,0
5000,A,3,Autovettura,2097.57,37,0
6000,A,0,Elettronica,642.3,34,0
6000,D,2,Autovettura,740.97,24,1
8000,A,2,Autovettura,1480.93,34,0
12000,B,2,Elettrodomestici,765.63,22,0
8000,A,0,Elettrodomestici,1012.29,32,0
10000,C,7,Autovettura,849.49,24,0
7750,E,2,Elettronica,245.68,23,1
10000,A,9,Autovettura,1135.62,26,0
3500,D,20,Autovettura,2270.23,25,1
5000,A,2,Autovettura,1875.58,25,0
6500,D,7,Autovettura,3108.86,26,1
20000,E,6,Elettrodomestici,3232.19,34,0
12000,B,1,Elettrodomestici,2245.66,31,0
10000,B,2,Elettronica,1135.71,24,0
8000,A,16,Autovettura,2023.67,32,0
15075,C,14,Elettrodomestici,765.63,31,1
1750,C,3,Elettronica,184.51,30,1
1500,A,2,Elettrodomestici,691.73,35,0
6000,B,1,Elettrodomestici,1752.25,23,0
15000,B,2,Autovettura,2615.65,28,0
10000,D,0,Elettrodomestici,1382.27,29,1
8000,B,10,Autovettura,1125.5,24,1
6250,A,3,Autovettura,1460.63,36,0
2400,A,6,Autovettura,1258.94,28,0
10800,B,4,Elettrodomestici,1939.71,27,0
7500,A,1,Autovettura,1382.27,51,0
6000,D,6,Elettrodomestici,1806.52,39,1
4000,C,11,Elettrodomestici,888.86,29,1
9900,D,3,Elettrodomestici,1411.87,36,0
9600,A,7,Autovettura,998.97,34,0
24000,A,9,Autovettura,3111.42,23,0
11000,C,0,Elettronica,405.52,31,1
8875,B,6,Autovettura,888.96,27,1
16500,E,9,Elettronica,2270.23,26,1
5000,B,6,Elettrodomestici,7420.4,53,1
4000,C,,Autovettura,1441.47,31,1
6700,B,3,Elettrodomestici,536.24,33,0
5000,C,9,Autovettura,733.2,22,1
12000,A,9,Elettrodomestici,2179.98,24,0
7500,B,7,Elettrodomestici,2270.23,27,0
20000,B,1,Autovettura,2985.53,25,0
18000,C,31,Elettrodomestici,808.06,21,1
10300,B,3,Elettrodomestici,1012.29,21,0
2350,C,0,Elettronica,790.3,28,1
4000,A,15,Autovettura,1258.94,23,0
25000,C,12,Elettronica,2196.23,23,1
3300,A,2,Elettrodomestici,616.55,22,0
8000,A,7,Elettrodomestici,1086.28,41,0
6000,A,4,Elettrodomestici,351.25,22,0
4000,B,0,Autovettura,1382.27,22,1
10000,C,2,Autovettura,1887.82,29,0
4000,C,0,Elettrodomestici,1012.29,21,0
12000,D,6,Elettrodomestici,1443.84,35,1
14000,A,21,Elettrodomestici,3063.6,22,0
12000,D,2,Altro,2245.57,44,1
4000,B,1,Autovettura,518.98,24,1
12000,C,8,Elettrodomestici,1327.51,25,1
12600,C,2,Autovettura,1441.47,22,0
15250,B,2,Autovettura,1184.95,24,1
6575,A,0,Autovettura,2368.89,27,0
2600,B,1,Elettrodomestici,592.97,31,0
5000,C,0,Elettrodomestici,1135.62,28,1
19750,D,5,Autovettura,1258.94,28,1
20000,B,4,Elettrodomestici,1678.26,27,0
5000,C,1,Elettrodomestici,938.29,22,1
10000,B,0,Elettronica,1628.93,34,0
4000,A,0,Autovettura,2245.57,25,0
14400,C,2,Elettrodomestici,962.86,22,0
2500,E,1,Elettrodomestici,839.63,25,1
3250,A,0,Elettrodomestici,765.63,22,0
6900,A,0,Elettronica,888.96,24,0
10000,D,5,Elettrodomestici,1678.26,30,1
3800,C,14,Elettrodomestici,1382.27,36,1
15000,A,4,Elettrodomestici,1382.27,24,0
12000,B,20,Autovettura,2048.24,27,1
8400,A,5,Autovettura,2788.55,25,0
7000,C,,Elettrodomestici,938.29,26,1
10000,C,3,Autovettura,1505.6,31,1
8000,B,5,Elettrodomestici,1480.93,23,0
5000,A,6,Autovettura,3355.52,30,0
5500,B,5,Autovettura,888.96,26,1
7000,A,9,Elettrodomestici,700.02,22,1
20000,F,8,Autovettura,4095.48,28,1
8300,A,0,Elettrodomestici,642.3,25,1
7000,E,0,Elettrodomestici,888.96,24,1
6500,B,7,Autovettura,1086.28,22,0
14000,A,31,Elettrodomestici,1530.26,26,0
14000,A,6,Autovettura,1382.27,24,0
20000,A,12,Elettrodomestici,3848.83,22,0
3250,A,0,Elettrodomestici,99.66,23,1
4750,D,2,Elettrodomestici,247.66,22,1
10000,C,13,Autovettura,1125.75,25,0
12750,D,3,Elettrodomestici,1332.94,22,1
6000,B,20,Autovettura,1801.59,31,0
2600,D,,Elettrodomestici,272.32,29,1
8000,D,6,Autovettura,1053.73,37,1
25000,F,3,Autovettura,1752.25,24,1
12000,A,4,Elettrodomestici,2023.58,27,0
13000,B,2,Elettrodomestici,1012.29,55,1
4200,A,8,Autovettura,1752.25,29,0
3000,D,5,Elettrodomestici,1382.27,34,1
3000,C,2,Elettrodomestici,1258.94,37,1
10000,B,6,Elettrodomestici,543.64,24,1
14000,A,48,Autovettura,1332.94,29,0
20000,D,2,Autovettura,2738.88,41,1
10000,C,13,Autovettura,1875.58,34,1
4000,C,20,Elettronica,765.63,25,0
14500,B,14,Autovettura,1497.11,24,1
12000,A,11,Autovettura,2615.55,37,0
5000,C,0,Elettrodomestici,494.31,23,1
4400,C,14,Elettrodomestici,2256.89,26,0
10000,B,4,Elettronica,2368.89,52,0
1500,B,5,Elettrodomestici,888.96,21,0
13000,B,0,Elettrodomestici,1135.62,22,0
1200,A,6,Autovettura,847.13,27,1
15250,E,5,Elettrodomestici,594.95,22,1
6000,A,33,Autovettura,938.29,24,1
24000,B,1,Elettrodomestici,2862.2,24,1
23975,B,18,Elettrodomestici,1133.05,24,1
6000,C,1,Elettrodomestici,790.3,22,1
10000,D,3,Elettrodomestici,1875.58,29,0
12000,A,10,Autovettura,2245.57,22,0
6400,B,5,Elettrodomestici,654.64,25,1
15000,B,18,Autovettura,2615.55,32,1
12000,A,4,Autovettura,775.5,26,1
2200,A,8,Elettrodomestici,321.75,29,1
11525,C,0,Elettrodomestici,642.3,43,1
24000,A,3,Autovettura,4835.45,24,0
2800,C,6,Autovettura,2389.69,35,1
30000,D,4,Autovettura,1579.6,27,0
12000,C,8,Autovettura,1900.25,29,1
5000,C,8,Autovettura,3330.75,25,1
2200,B,6,Autovettura,346.32,30,1
20000,B,3,Elettrodomestici,1998.91,26,1
14000,B,0,Altro,1332.94,29,0
5000,E,3,Elettrodomestici,1628.93,26,1
4000,D,21,Elettrodomestici,2492.22,27,1
8000,D,13,Autovettura,1382.27,26,1
6000,A,8,Elettrodomestici,839.63,25,0
4000,B,3,Autovettura,1752.25,27,1
1500,C,1,Elettrodomestici,139.13,30,1
4000,D,27,Elettrodomestici,1012.29,23,0
10000,F,4,Elettrodomestici,1027.09,30,1
20000,C,16,Elettrodomestici,1998.91,33,1
5000,A,8,Autovettura,2393.56,33,0
9000,C,0,Elettrodomestici,543.64,22,1
8000,D,3,Elettronica,1184.95,38,1
15000,C,21,Elettrodomestici,1086.28,24,1
5000,B,8,Elettrodomestici,1678.26,28,0
13600,B,26,Elettrodomestici,1702.92,25,0
21000,D,6,Autovettura,1998.91,29,1
5000,C,8,Elettrodomestici,1086.28,32,1
10000,B,3,Autovettura,4095.58,25,1
8000,B,1,Elettronica,518.88,23,1
1000,B,17,Elettronica,1027.09,23,1
10000,D,3,Elettrodomestici,1012.29,22,1
5000,D,8,Autovettura,1382.27,26,1
11000,C,,Elettronica,740.97,38,1
7000,A,3,Autovettura,2689.55,24,1
5000,C,3,Elettrodomestici,766.32,37,1
5500,A,0,Elettrodomestici,642.3,36,0
3000,D,6,Elettrodomestici,1456.27,23,1
7000,C,7,Autovettura,1924.81,22,0
5100,C,4,Autovettura,1628.93,31,1
5000,B,7,Autovettura,2040.84,27,1
7000,B,2,Autovettura,481.98,24,0
7000,A,5,Autovettura,1737.45,50,0
8575,E,0,Elettrodomestici,589.03,29,1
25000,E,3,Elettrodomestici,1382.27,25,1
1000,C,20,Elettrodomestici,643.17,25,1
6250,C,1,Elettronica,617.64,28,1
17500,A,3,Autovettura,3651.5,26,0
25000,D,5,Elettrodomestici,2862.2,24,1
8000,C,1,Elettrodomestici,765.63,22,1
4000,F,3,Elettrodomestici,415.38,37,1
25000,B,11,Elettronica,1875.68,24,1
13200,C,1,Autovettura,2245.57,31,0
15000,C,1,Elettrodomestici,494.31,22,1
6000,C,1,Elettrodomestici,928.42,33,1
1800,C,18,Elettrodomestici,1223.03,28,1
15000,D,11,Autovettura,2566.22,33,1
4800,B,1,Autovettura,1323.07,23,1
10000,C,3,Elettrodomestici,839.63,25,1
16000,C,14,Autovettura,1209.61,23,1
5125,A,5,Elettrodomestici,1382.27,21,1
21125,C,1,Autovettura,4258.47,28,0
9600,C,19,Autovettura,1411.87,24,1
6000,C,10,Elettrodomestici,679.3,27,1
4500,A,0,Elettronica,565.35,36,1
15000,B,4,Elettrodomestici,3602.17,53,1
7000,A,5,Elettrodomestici,2171.57,29,0
4800,C,8,Autovettura,1049.9,30,1
27050,D,5,Elettrodomestici,1707.86,26,1
4500,C,8,Altro,3355.61,25,0
10625,B,0,Elettrodomestici,642.3,26,1
10000,E,12,Elettrodomestici,2368.89,25,1
15000,B,6,Autovettura,2418.22,23,1
5000,B,4,Elettrodomestici,1049.29,22,1
14000,A,3,Autovettura,1949.58,21,1
5000,A,1,Autovettura,5452.09,28,0
1500,C,2,Elettrodomestici,839.63,22,1
16000,D,4,Autovettura,1135.62,22,1
7000,A,4,Autovettura,2368.89,28,0
15000,F,2,Autovettura,1826.25,29,1
30000,A,5,Elettronica,2985.53,31,1
16000,C,3,Elettrodomestici,1012.29,27,1
10000,B,13,Elettrodomestici,2282.56,29,0
2600,A,3,Elettrodomestici,2368.89,25,0
2500,A,7,Autovettura,725.18,24,0
15000,C,11,Elettrodomestici,1382.27,23,1
18000,A,4,Elettrodomestici,1135.62,24,1
15000,D,3,Elettrodomestici,1421.34,27,0
25000,B,12,Autovettura,2985.53,29,0
20000,B,5,Autovettura,2220.9,25,1
6000,B,0,Elettrodomestici,642.3,48,1
6000,D,5,Elettrodomestici,4120.15,28,1
23000,D,6,Autovettura,3729,26,1
15000,A,5,Elettrodomestici,1086.28,23,0
11625,B,4,Autovettura,2270.23,26,0
8000,B,5,Elettronica,494.31,22,0
10000,B,10,Elettrodomestici,1752.25,24,0
16000,C,4,Elettrodomestici,1382.27,42,1
13750,C,2,Autovettura,1061.52,37,1
2000,A,3,Autovettura,3158.19,26,0
16000,C,2,Autovettura,1012.29,24,1
3200,C,0,Elettrodomestici,470.63,25,0
10000,A,0,Elettrodomestici,1998.91,22,1
5600,A,1,Elettrodomestici,390.72,24,0
12000,C,11,Autovettura,1406.94,22,1
4000,A,5,Autovettura,987.62,25,0
6000,A,21,Autovettura,2122.24,25,0
12000,C,3,Elettrodomestici,1382.27,25,1
6600,B,0,Elettrodomestici,549.56,37,1
4800,A,7,Autovettura,2418.22,30,1
18000,C,5,Autovettura,1678.26,23,1
11600,B,0,Elettrodomestici,1653.59,26,0
5000,C,4,Elettrodomestici,716.3,27,1
2400,A,3,Autovettura,858.6,34,0
4500,B,0,Elettrodomestici,494.31,22,0
6200,G,16,Autovettura,1453.8,36,1
14000,B,6,Elettronica,1031.03,27,1
12000,A,11,Elettrodomestici,1117.57,32,0
9000,B,5,Elettrodomestici,953.02,33,0
8400,C,0,Elettrodomestici,1135.62,42,1
10000,B,1,Elettronica,1382.27,29,1
14000,C,12,Elettrodomestici,2911.54,23,0
20000,B,3,Autovettura,1885.45,28,1
3000,B,4,Elettrodomestici,592.97,24,0
15000,C,7,Autovettura,849.49,24,0
2500,A,0,Elettrodomestici,444.98,23,0
5000,A,20,Elettronica,1530.26,22,0
2400,B,8,Elettrodomestici,964.93,22,1
2375,B,3,Elettrodomestici,1382.27,32,0
20000,B,9,Autovettura,2553.79,26,0
10000,A,20,Elettrodomestici,642.3,25,1
15000,D,7,Elettrodomestici,2390.99,24,0
15000,B,0,Autovettura,2072.91,22,0
5575,A,5,Elettrodomestici,612.71,25,0
15850,B,15,Altro,1836.39,30,1
1500,C,0,Elettrodomestici,642.3,27,0
15000,E,0,Autovettura,2097.57,27,1
1000,D,0,Elettrodomestici,790.3,70,1
8000,C,1,Elettrodomestici,1135.62,27,0
8875,A,2,Elettrodomestici,469.65,23,1
7000,C,17,Elettrodomestici,1678.26,23,0
12650,A,6,Elettrodomestici,1382.27,27,0
7000,D,5,Autovettura,1308.27,26,1
6000,D,3,Elettrodomestici,864.29,24,1
13000,C,1,Elettronica,881.29,23,1
5000,A,16,Autovettura,1628.93,24,1
4000,B,10,Elettrodomestici,1086.28,24,1
5000,A,1,Autovettura,2738.88,27,0
8025,C,11,Autovettura,1258.94,28,1
20000,B,2,Elettrodomestici,1160.28,37,1
1500,B,11,Autovettura,1332.94,36,1
7000,C,3,Elettrodomestici,721.18,24,1
8475,C,13,Autovettura,2929,24,1
14400,C,4,Elettrodomestici,1628.93,24,0
10000,A,12,Autovettura,1875.58,23,0
9000,B,5,Autovettura,765.63,22,1
5000,D,0,Elettrodomestici,1135.62,38,1
7500,C,31,Elettrodomestici,849.49,22,1
15000,B,5,Elettrodomestici,1135.62,22,1
6000,B,2,Elettrodomestici,642.3,22,1
10000,A,11,Elettrodomestici,1382.27,37,0
7700,C,6,Autovettura,2368.89,26,1
10000,C,3,Autovettura,740.97,31,1
12000,D,1,Elettrodomestici,1328.99,23,1
13800,C,4,Elettrodomestici,717.19,33,1
4000,D,2,Elettrodomestici,1209.61,27,1
6000,B,4,Elettrodomestici,1151.65,22,0
24500,D,2,Autovettura,2862.2,29,1
10000,B,0,Autovettura,6685.36,26,1
12000,D,11,Autovettura,7302,26,0
25000,D,9,Autovettura,4218.81,52,1
4200,D,8,Autovettura,851.86,26,1
9800,A,9,Autovettura,1135.62,25,1
24250,B,15,Autovettura,1802.87,20,1
6000,B,0,Elettrodomestici,523.91,25,1
4800,B,5,Elettrodomestici,1135.62,25,1
25000,C,2,Elettrodomestici,1132.19,28,0
1000,B,0,Autovettura,523.91,22,1
20000,E,9,Elettronica,3034.86,25,0
12000,A,5,Elettrodomestici,1505.6,24,0
15000,C,1,Elettrodomestici,1554.93,29,0
13000,D,3,Elettrodomestici,2862.2,26,1
16000,B,15,Autovettura,1628.93,23,0
4500,C,3,Elettrodomestici,1135.62,30,1
9000,C,0,Autovettura,864.29,26,1
7000,A,5,Elettrodomestici,938.29,33,1
27050,C,4,Elettrodomestici,1382.27,66,0
12000,B,8,Autovettura,2492.22,28,0
15000,A,5,Elettrodomestici,2368.89,26,0
2500,C,14,Elettrodomestici,1086.28,47,1
7000,D,4,Elettrodomestici,5575.41,35,1
1600,A,0,Elettrodomestici,765.63,23,1
2000,C,1,Autovettura,583.11,24,1
11800,C,5,Elettrodomestici,1776.92,26,1
2800,C,4,Autovettura,518.98,21,0
12875,A,4,Autovettura,1308.27,22,0
10000,D,4,Elettrodomestici,642.3,24,1
6500,B,1,Autovettura,2615.55,25,0
20000,B,5,Elettrodomestici,2335.64,28,1
1500,A,2,Elettrodomestici,363.58,26,0
35000,A,0,Autovettura,3454.18,35,0
17500,E,3,Elettrodomestici,987.62,28,0
21600,B,15,Autovettura,2763.54,32,0
5000,A,,Elettrodomestici,701.5,29,1
9000,C,2,Elettronica,723.7,23,1
6375,A,4,Elettrodomestici,987.62,25,0
16800,A,4,Elettrodomestici,2294.9,26,0
4200,A,11,Elettrodomestici,2196.23,27,0
